post_id,shortcode,creator_handle,caption,timestamp_utc,video_duration_sec,views,likes,comments,caption_word_count,hashtag_count,niche,engagement_rate_pct,virality_score,virality_tier
3977309414274431623,DcyPdbvpPqH,techburner,"If you run a business or you’re an entrepreneur, this one Platform @odoo.official could save you hours of work every single day.

#odoo #summit #reels #oxpindia2026",2026-09-02 12:30:06+00:00,74.7,124371,14258,183,22,4,Technology & Gadgets,11.61,87.0,Viral Hit
3960466519896744693,Db2Z1D_ReL1,techburner,"Samsung Galaxy A37 & A57 for ₹50 Per day🔥

#collaboration
#Samsung
#GalaxyA57 5G
#GalaxyA37 5G
#independencedaysale",2026-08-10 06:48:16+00:00,72.1,118942,8111,149,11,5,Technology & Gadgets,6.94,74.6,High Reach
3979574274865557354,Dc6SbfipO9q,techburner,"Your normal phone can’t do this🤫

#reels #collaboration #samsung #galaxyai #galaxyzfold8",2026-09-05 15:30:08+00:00,74.7,114876,4418,48,6,5,Technology & Gadgets,3.89,62.2,High Reach
3961480184405468188,Db6AT0oPKQc,techburner,"Smartphone Myth Busted❌

#myth #mythvsfact #smartphone #tips #info",2026-08-11 16:22:40+00:00,66.3,108953,8814,89,3,5,Technology & Gadgets,8.17,79.1,Viral Hit
3977278001605885481,DcyIUUasb4p,financewithsharan,"What if your tax bill could pay for your next holiday? ✈️

If you’re already paying ₹10 lakh in income tax every year, the right credit card strategy could help you earn 30,000 air miles on eligible tax payments.

That’s potentially enough for a round trip to Bangkok. 👀

And that’s not all; the Kotak Solitaire Credit Card also comes with airport lounge access, 24/7 concierge and 0% forex markup.

Don’t just spend money. Optimise it.

Terms, conditions and eligibility apply.

Link in bio.

#FinanceWithSharan #CreditCardHacks #TaxPlanning #TravelHacks #KotakSolitaire",2026-09-02 11:30:06+00:00,62.4,107068,1475,25,84,5,Personal Finance,1.4,52.0,High Reach
3957073623843781773,DbqWX7TRryN,techburner,"Boost Phone Battery🔋 

#tipsandtricks #phonebattery #battery #tricks #reels",2026-08-05 14:28:05+00:00,68.2,105786,10876,125,3,5,Technology & Gadgets,10.4,86.3,Viral Hit
3975891890123984424,DctNJvgMk4o,onepercentclub,"Most investors try to beat the market by picking the right stocks. But what if you could let a rules-based system do the work?

Shashank Udupa breaks down how his quant strategy navigated a volatile market, when he moved to cash, why he stayed put during a drawdown, and how a few big winners drove the returns.

From momentum investing to Sharpe ratio, beta and portfolio allocation, this episode goes deep into how a stock basket actually works.

Comment “BASKET” if you want to understand how these strategies work. 👇",2026-08-31 13:35:43+00:00,30.6,104457,3603,64,90,0,Entertainment,3.51,60.3,High Reach
3964155632469628459,DcDgotzt1Yr,kabitaskitchen,"Banaarsi Tamatar Chaat 😋
#banarasitamatarchaat #chaat #tamatarchaat #trendingreels #kabitaskitchen 

Ingredients :
Tomato - 500 gram
Potato - 4
Coriander leaves - 1/4 cup
Ghee - 1 Tbsp
Ginger paste - 4 Inch
Green chili - 4
Coriander powder - 1 tsp
Cumin powder - 1 tsp
Cumin seeds - 1/2 tsp
Salt to taste
Garam masala - 1/2 tsp
Chaat masala - 1/2 tsp
Black salt - 1/2 tsp

Jira ki chashni :
Jaggery - 1/4 cup
Water - 1/4 cup
Lemon juice - 1 Tbsp
Cumin powder - 3/4 tsp
Chat masala - 1/4 tsp
Black salt - 1/3 tsp
Ghee for serving",2026-08-15 08:58:09+00:00,61.2,93011,3849,63,99,5,Food & Cooking,4.21,62.7,High Reach
3980052909093957150,Dc7_QiZzi4e,kabitaskitchen,"Healthy Broccoli Paratha 😋
#broccoli #healthybreakfast #kabitaskitchen #trendingreels #healthyrecipe 

Preparation time - 30 minutes
Serving - 4

Ingredients:
Broccoli - 500 grams
Onion - 1/4 cup
Green chilli - 1 tbsp
Coriander leaves - 2 tbsp
Chilli flakes - 1 tsp
Mixed herbs - 1 tsp
Grated cheese - 1/2 cup
Salt to taste 
Ghee or oil for cooking

For dough -
Wheat flour - 2 cups
Salt - 1/2 tsp
Water",2026-09-06 07:22:50+00:00,51.8,83598,3732,36,67,5,Food & Cooking,4.51,63.4,High Reach
3971406750870402963,DcdRWYEN_eT,kabitaskitchen,"Healthy Ragi Dryfruits Laddoo 😋
#healthyladdu #ragiladdoo #kabitaskitchen #trendingreels #fingermillet 

Preparation time - 30 minute
No of laddoo - 15 (approx)

Ingredients :
Ragi flour (finger millet ) - 2 cup
Jaggery - 1/2 cup
Almond - 1/4 cup
Cashew - 1/4 cup
Pista - 1/4 cup
Mixed berries - 1/4 cup
Ghee - 2 tbsp
Melon seeds - 2 tbsp
Pumpkin seeds - 2 tbsp
Nutmeg ( jaiphal) - 1 pinch 
Water - 1/2 cup",2026-08-25 09:04:25+00:00,53.4,74822,4674,69,71,5,Food & Cooking,6.34,70.3,High Reach
3966439319646848511,DcLn4vOsUX_,financewithsharan,"3 years ago, we raised ₹10 crore from Gruhas, Nikhil Kamath’s VC fund.

I was 27. And honestly, I had no idea what to do with that kind of money.

So I put all ₹10 crore into an ICICI Bank fixed deposit.

People had things to say. But we chose to grow slowly and profitably.

Since then, we’ve taught 7 lakh+ Indians about money, built a wealth management business with 2,000+ HNI clients, and now track ₹5,000 crore+ in assets.

But that’s still just the beginning.

Nearly 10 crore Indians filed income tax returns last year. How many of us can honestly say we’re doing justice to our money?

For the last two years, 200 of us across Mumbai and Bangalore have been quietly building step two.

Something that could change the financial lives of all 10 crore Indians.

Tomorrow. August 19. 7 PM.

Until then, keep an eye on your money.",2026-08-18 12:37:04+00:00,67.1,73812,3714,94,152,0,Personal Finance,5.16,65.5,High Reach
3965006105796163362,DcGiAu0PDci,techburner,"Useful Desk Gadgets🥳

#desk #gadgets #office #reels",2026-08-16 13:07:37+00:00,49.1,72203,4523,96,3,4,Technology & Gadgets,6.4,70.4,High Reach
3968606789649201835,DcTUtk-Pnqr,techburner,"5 Crazy Ai Features of Google Pixel 11 🤫🔥
.
.
#Pixel11, #Pixel11OnFlipkart, #Flipkart, #Pixel11 Series #NowOnFlipkart",2026-08-21 12:31:54+00:00,96.8,69729,4810,511,15,5,Technology & Gadgets,7.63,75.2,Viral Hit
3970840066333601022,DcbQgB9s-z-,financewithsharan,"When your boss asks what you’ll do with more money… 

We made ₹100 Cr in revenue.
But 99% of Indians are still investing like noobs.

So instead of spending the money, we had a better idea:

Turn Sharan’s brain into an AI CFO. 🤯

Hundreds of conversations with investors, fund managers, millionaires, billionaires and money experts; all that knowledge, turned into an AI that can help crores of Indians make better financial decisions.

And yes, we’re putting all our money into building it.

The 1% Club AI CFO is here. 🚀

#1PercentClub #AICFO #PersonalFinance #Investing #FinanceIndia",2026-08-24 14:19:23+00:00,92.3,68643,2764,63,91,5,Personal Finance,4.12,61.1,High Reach
3962687901442189655,Db-S6axMylX,financewithsharan,"South Bombay has a secret most outsiders don't understand.

Some families living here have been wealthy for 100+ years.

They could afford homes anywhere in Mumbai.

But they chose South Bombay because this is where wealth comes to network.

And the most surprising part?

You probably wouldn't even recognize who they are.

They look like completely normal people — but their families have been building wealth for generations.

The only question is…

Is your network as valuable as your net worth?

(South Bombay, South Mumbai, old money, Mumbai real estate, generational wealth, wealth, luxury real estate, Mumbai, networking, Finance With Sharan)",2026-08-13 08:21:23+00:00,41.2,67519,3202,37,101,0,Personal Finance,4.8,63.7,High Reach
3979311830539190472,Dc5WwbNzEDI,kabitaskitchen,"Ek Perfect appliance for all type of Indian cooking.. tension free hoke kuch bhi cook kare .. na jalne ka tension aur na baar baar check karne ka 🤩
hamare ghar mein roz alag khana banta hai, toh appliance bhi ek style tak limited kyun ho?
Designed for Indian cooking • AmbiHeat Technology • 33 Smart Cooking Functions • Manual mode bhi, jab mann ho 🙌
 @philipshomelivingindia 
#Ad #PhilipsOneChef #AnyDishOneChef #IndianKitchenTest #KabitasKitchen",2026-09-05 06:50:47+00:00,82.5,65935,1325,28,67,5,Food & Cooking,2.05,52.7,High Reach
3976696089162987853,DcwEAYOPrlN,techburner,"Boltt New SmartPhones are Here🔥

#boltt #features #reels",2026-09-01 16:13:26+00:00,69.9,64858,3543,196,5,3,Technology & Gadgets,5.76,67.4,High Reach
3962918297397056018,Db_HTHuP1IS,techburner,"Viral Student Gadgets🧑‍🎓

#student #gadgets #amazon #viralreel",2026-08-13 15:59:42+00:00,67.4,59070,4497,130,3,4,Technology & Gadgets,7.83,75.3,Viral Hit
3976615860557304005,Dcvxw5gs9DF,financewithsharan,"Amitabh Bachchan went from ₹90 Cr in debt to rebuilding his career; and the lesson isn’t about movies.

In the 1990s, he tried to build an empire through ABCL. It collapsed, leaving him with massive debt, legal cases and creditors at his doorstep.

Then came KBC.

The biggest lesson? Sometimes, the smartest financial move isn’t chasing something new. It’s recognising the asset you already have and finding a way to turn it into cash flow.

Know what you’re worth. Build around it.",2026-09-01 13:35:04+00:00,85.4,57076,3523,13,82,0,Personal Finance,6.2,68.7,High Reach
3971368264297320617,DcdImUps5Cp,financewithsharan,"POV: Your bank RM meets someone who actually knows his money. 

“Sir, let’s move your ₹10 lakh to an FD at 7%.”

No thanks. I found one giving 8.2%.

“Sir, what about our mutual fund?”

Ranked 15th out of 20 for consistency? I’ll pass. 👀

The new 1% Club app gives you access to your financial data and lets you ask questions to an AI CFO, so you can make smarter, more informed decisions.

Nobody can fool you with financial jargon anymore.

More than 3 lakh people have already installed it.

Download the 1% Club app. Link in bio. 🚀",2026-08-25 07:48:24+00:00,85.7,56223,2424,34,100,0,Personal Finance,4.37,61.3,High Reach
3975893922953744925,DctNnUuStId,techburner,"Get a free game with selected Intel powered laptops in the Intel Gaming Days Flipkart.

Starting from 28th August till 13th September only on Flipkart!

Comment “Tomb Raider: Galaxy of Atlantis” or “Star Wars: Galactic Racer” to participate in the giveaway.

#Intel #IntelGamersDaysonFlipkart #Flipkart #gamer",2026-08-31 13:39:56+00:00,44.5,51709,4614,609,41,4,Technology & Gadgets,10.1,83.5,Viral Hit
3956310956626342814,Dbno9qGsvOe,financewithsharan,"Some of India's biggest multibagger stocks showed the same signal...

Before they exploded.

Not PE.

Not ROE.

Their order book was bigger than their market cap.

Companies like KEI Industries and Cera Sanitaryware had massive order books before their stock prices took off.

Even today...

BHEL.
NBCC.
NCC.

All have order books that are significantly larger than their market caps. That doesn't guarantee they'll become multibaggers, but it does mean they have years of potential revenue already in hand, assuming they execute well.

The only question is...

Do you check a company's order book before investing?

(stock market, multibagger stocks, order book, value investing, fundamental analysis, BHEL, NBCC, NCC, investing, Finance With Sharan)",2026-08-04 13:11:39+00:00,72.9,49012,2281,1367,113,0,Personal Finance,7.44,73.0,High Reach
3975706540088823856,DcsjAi1MRAw,financewithsharan,"Can math actually beat the market? 📈

Quant investing uses data, price movements and mathematical models to decide which stocks to buy and sell.

One strategy within quant investing is momentum; the idea that stocks already moving up may continue to move up.

But can this actually generate alpha?

In this episode, we break down how quant investing works and why it’s gaining attention in India.",2026-08-31 07:27:11+00:00,57.6,47538,1836,6,66,0,Personal Finance,3.87,58.6,High Reach
3981564284268470224,DdBW58ONF_Q,kabitaskitchen,"Wahi paratha per zyada nutritions ke sath 🤩

Paneer, gajar aur matar toh hain hi — par maine aatta, namak aur tel fortified use kiya. Blue +F logo wala. Esme iron, Vitamin A aur D, folic acid, iodine milaye jaate hain, aur taste mein zara bhi farak nahi padta.

Agli baar grocery par bas blue +F logo check kar lijiyega — chhota sa step, bade nutrition ka fark.
Recipe save kar lijiye 

📌 Aapke ghar ka favourite paratha kaunsa hai? 👇

#AD #HumChunengeFortifiedKhaana #KabitasKitchen #FortifiedFood #HealthyRecipe",2026-09-08 09:26:16+00:00,89.9,23971,1203,33,81,5,Food & Cooking,5.16,61.0,High Reach
3981680893259583747,DdBxa0zspED,financewithsharan,"Where does your salary actually go every month? 👀

You can use one AI prompt to analyse your last 12 months of spending and find:

→ How much salary is left after 7 days, 14 days & month-end
→ Your top 5 spending merchants
→ Expenses growing the fastest
→ Why you overspend in certain months
→ The one habit hurting your finances the most

And you don’t have to manually upload 12 months of bank statements.

The AI does it inside the 1% Club app.

Comment “SALARY” and I’ll send you the app link + exact prompt. 👇

#FinanceWithSharan #PersonalFinance #MoneyManagement ReplyRush (RR1)",2026-09-08 13:18:09+00:00,35.9,8919,353,69,101,3,Personal Finance,4.73,55.4,High Reach
